ano,estado,estado_cod,ntl_idx,fuente
2017,Vargas,VA,33.6889,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Yaracuy,YA,16.898,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2017,Zulia,ZU,21.1007,Li et al. (2020/2024) Figshare:9828827 file:57065282 Harmonized NTL 2017 simVIIRS
2018,Amazonas,AM,13.9126,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Anzoategui,AN,18.6921,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Apure,AP,11.7018,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Aragua,AR,24.4242,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Barinas,BA,13.7489,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Bolivar,BO,15.5244,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Carabobo,CA,22.4127,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Cojedes,CO,19.2991,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Delta Amacuro,DE,21.8691,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Dependencias Fed.,DF,25.5655,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Distrito Capital,DC,46.0812,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Falcon,FA,17.9304,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Guarico,GU,12.8626,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Lara,LA,16.0529,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Merida,ME,12.6492,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Miranda,MI,23.8959,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Monagas,MO,19.7457,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Nueva Esparta,NE,29.4484,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Portuguesa,PO,14.2303,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Sucre,SU,13.6231,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Tachira,TA,15.078,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Trujillo,TR,13.0025,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Vargas,VA,33.9953,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Yaracuy,YA,15.9011,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2018,Zulia,ZU,19.6442,Li et al. (2020/2024) Figshare:9828827 file:57065288 Harmonized NTL 2018 simVIIRS
2019,Amazonas,AM,12.6293,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Anzoategui,AN,20.8409,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Apure,AP,12.0859,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Aragua,AR,25.9013,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Barinas,BA,14.3329,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Bolivar,BO,16.051,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Carabobo,CA,24.0626,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Cojedes,CO,20.5609,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Delta Amacuro,DE,24.0613,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Dependencias Fed.,DF,27.4181,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Distrito Capital,DC,47.4673,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Falcon,FA,19.9155,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Guarico,GU,14.0837,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Lara,LA,17.3184,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Merida,ME,14.3239,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Miranda,MI,25.5702,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Monagas,MO,22.2337,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Nueva Esparta,NE,30.3721,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Portuguesa,PO,14.8248,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Sucre,SU,14.1393,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Tachira,TA,16.8904,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Trujillo,TR,13.8936,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Vargas,VA,35.8429,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Yaracuy,YA,16.9399,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2019,Zulia,ZU,22.213,Li et al. (2020/2024) Figshare:9828827 file:57065285 Harmonized NTL 2019 simVIIRS
2020,Amazonas,AM,13.5202,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Anzoategui,AN,18.1766,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Apure,AP,10.054,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Aragua,AR,23.017,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Barinas,BA,11.853,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Bolivar,BO,14.7275,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Carabobo,CA,21.1202,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Cojedes,CO,16.9269,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Delta Amacuro,DE,20.1558,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Dependencias Fed.,DF,24.9803,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Distrito Capital,DC,47.4909,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Falcon,FA,17.8737,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Guarico,GU,11.864,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Lara,LA,14.8748,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Merida,ME,11.7553,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Miranda,MI,23.0023,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Monagas,MO,19.3021,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Nueva Esparta,NE,28.3405,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Portuguesa,PO,12.6986,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Sucre,SU,12.2667,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Tachira,TA,14.461,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Trujillo,TR,11.6438,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Vargas,VA,33.6471,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Yaracuy,YA,14.9869,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2020,Zulia,ZU,18.3677,Li et al. (2020/2024) Figshare:9828827 file:57065297 Harmonized NTL 2020 simVIIRS
2021,Amazonas,AM,14.2788,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Anzoategui,AN,18.4448,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Apure,AP,11.2907,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Aragua,AR,22.5515,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Barinas,BA,12.8599,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Bolivar,BO,15.4808,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Carabobo,CA,20.7953,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Cojedes,CO,18.2706,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Delta Amacuro,DE,20.1876,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Dependencias Fed.,DF,23.3323,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Distrito Capital,DC,48.6111,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Falcon,FA,16.5572,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Guarico,GU,12.6322,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Lara,LA,15.0917,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Merida,ME,11.6627,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Miranda,MI,21.5971,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Monagas,MO,19.4189,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Nueva Esparta,NE,26.4845,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Portuguesa,PO,13.1782,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Sucre,SU,11.6869,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Tachira,TA,14.2027,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Trujillo,TR,11.4053,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Vargas,VA,32.5178,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Yaracuy,YA,15.045,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2021,Zulia,ZU,19.6101,Li et al. (2020/2024) Figshare:9828827 file:57065294 Harmonized NTL 2021 simVIIRS
2022,Amazonas,AM,13.7442,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Anzoategui,AN,17.6845,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Apure,AP,10.8335,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Aragua,AR,22.2949,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Barinas,BA,12.3013,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Bolivar,BO,14.207,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Carabobo,CA,20.7706,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Cojedes,CO,17.4329,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Delta Amacuro,DE,20.1967,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Dependencias Fed.,DF,23.4407,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Distrito Capital,DC,49.3918,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Falcon,FA,16.7456,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Guarico,GU,11.9702,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Lara,LA,15.1928,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Merida,ME,11.7926,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Miranda,MI,21.9885,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Monagas,MO,18.6542,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Nueva Esparta,NE,26.4269,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Portuguesa,PO,13.114,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Sucre,SU,11.9759,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Tachira,TA,14.0529,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Trujillo,TR,11.2075,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Vargas,VA,32.2912,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Yaracuy,YA,15.2023,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2022,Zulia,ZU,19.3573,Li et al. (2020/2024) Figshare:9828827 file:57065303 Harmonized NTL 2022 simVIIRS
2023,Amazonas,AM,11.8596,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Anzoategui,AN,15.8413,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Apure,AP,10.2852,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Aragua,AR,21.3161,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Barinas,BA,11.1115,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Bolivar,BO,12.616,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Carabobo,CA,20.003,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Cojedes,CO,16.2757,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Delta Amacuro,DE,17.6007,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Dependencias Fed.,DF,21.8132,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Distrito Capital,DC,50.8592,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Falcon,FA,15.4639,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Guarico,GU,10.6332,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Lara,LA,14.4898,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Merida,ME,11.7808,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Miranda,MI,21.1212,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Monagas,MO,16.809,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Nueva Esparta,NE,24.6805,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Portuguesa,PO,12.2843,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Sucre,SU,11.8933,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Tachira,TA,13.5511,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Trujillo,TR,11.3933,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Vargas,VA,29.8115,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Yaracuy,YA,14.782,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2023,Zulia,ZU,17.1875,Li et al. (2020/2024) Figshare:9828827 file:57065300 Harmonized NTL 2023 simVIIRS
2024,Amazonas,AM,10.7257,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Anzoategui,AN,15.9055,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Apure,AP,10.1811,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Aragua,AR,21.5046,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Barinas,BA,11.6986,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Bolivar,BO,11.9791,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Carabobo,CA,19.3925,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Cojedes,CO,15.7119,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Delta Amacuro,DE,16.8659,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Dependencias Fed.,DF,21.1131,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Distrito Capital,DC,52.5661,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Falcon,FA,14.6656,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Guarico,GU,10.6414,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Lara,LA,15.0153,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Merida,ME,12.2679,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Miranda,MI,21.782,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Monagas,MO,17.1929,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Nueva Esparta,NE,24.8316,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Portuguesa,PO,12.8798,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Sucre,SU,13.0195,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Tachira,TA,13.633,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Trujillo,TR,12.09,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Vargas,VA,28.302,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Yaracuy,YA,14.8918,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
2024,Zulia,ZU,16.4779,Li et al. (2020/2024) Figshare:9828827 file:57065306 Harmonized NTL 2024 simVIIRS
